case_id,transaction_amount,customer_account_age_days,previous_chargebacks,previous_refunds,customer_order_count,dispute_reason,payment_verified,authentication_verified,delivery_confirmed,otp_verified,tracking_available,shipping_address_match,billing_address_match,device_consistent,transaction_authenticated,customer_identity_verified,evidence_count,evidence_completeness,evidence_consistency,response_time_hours,merchant_response_quality_score,defense_success
CASE216587,110.02,2286,0,2,33,PRODUCT_NOT_RECEIVED,0,1,1,1,1,1,1,1,0,0,7,68.6,72.8,61.3,56.6,1
CASE216588,21.32,161,0,1,5,PRODUCT_NOT_RECEIVED,1,1,1,0,0,0,0,1,0,0,4,40.9,22.8,77.3,47.5,0
CASE216589,73.55,1276,1,0,28,PRODUCT_NOT_RECEIVED,1,1,1,0,1,1,1,1,1,1,9,92.8,100.0,31.7,69.3,0
CASE216590,342.6,421,2,0,7,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,1,10,95.1,100.0,33.2,75.2,1
CASE216591,20.08,683,0,0,14,REFUND_NOT_RECEIVED,0,0,1,1,0,0,0,1,0,0,3,20.5,22.5,60.2,65.6,0
CASE216592,70.48,1335,0,1,25,PRODUCT_NOT_RECEIVED,1,1,0,0,0,1,0,1,0,0,4,40.0,44.0,49.4,44.4,0
CASE216593,37.91,640,0,0,12,FRAUDULENT_TRANSACTION,0,1,1,1,0,0,0,1,1,1,6,60.6,57.4,58.7,66.1,0
CASE216594,60.58,544,1,1,18,FRAUDULENT_TRANSACTION,1,1,1,1,0,1,1,1,1,1,9,100.0,100.0,51.1,68.4,0
CASE216595,61.13,1437,0,0,23,PRODUCT_NOT_AS_DESCRIBED,1,0,0,0,1,1,1,0,1,1,6,66.4,69.4,43.9,44.9,0
CASE216596,41.41,1564,0,2,29,PRODUCT_NOT_RECEIVED,0,1,1,0,1,1,0,0,1,1,6,69.9,61.7,80.7,56.7,0
CASE216597,58.87,368,1,4,7,PRODUCT_NOT_AS_DESCRIBED,1,0,0,0,1,1,0,0,1,0,4,45.2,45.2,21.6,57.6,0
CASE216598,258.65,419,0,1,9,PRODUCT_NOT_RECEIVED,1,0,0,1,1,0,1,0,1,0,5,54.9,50.4,79.7,44.4,1
CASE216599,19.74,274,3,1,3,PRODUCT_NOT_RECEIVED,0,1,1,1,1,1,0,0,1,0,6,65.2,45.2,83.4,31.7,0
CASE216600,41.34,286,0,2,9,PRODUCT_NOT_AS_DESCRIBED,0,1,0,1,1,1,0,0,1,0,5,39.8,38.1,108.6,43.3,0
CASE216601,35.96,470,0,1,11,REFUND_NOT_RECEIVED,1,1,1,0,0,1,1,0,1,0,6,67.2,69.1,8.5,75.9,1
CASE216602,131.67,653,1,1,12,PRODUCT_NOT_RECEIVED,0,1,0,1,0,0,1,1,0,0,4,37.7,39.1,30.9,47.4,0
CASE216603,53.23,549,1,1,3,REFUND_NOT_RECEIVED,0,1,1,0,1,1,1,1,0,0,6,61.4,63.8,47.0,57.6,1
CASE216604,88.18,728,1,0,17,FRAUDULENT_TRANSACTION,0,1,0,0,0,0,0,1,1,1,4,38.0,64.8,142.9,65.6,0
CASE216605,177.34,1001,1,2,19,PRODUCT_NOT_AS_DESCRIBED,1,0,0,0,0,1,1,0,1,0,4,43.6,79.9,50.7,54.7,0
CASE216606,179.73,393,1,0,5,PRODUCT_NOT_AS_DESCRIBED,1,1,0,0,1,1,0,0,1,0,5,56.6,45.0,22.3,63.9,1
CASE216607,43.0,1048,1,2,29,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,1,1,1,1,10,94.9,91.6,50.1,86.4,0
CASE216608,22.9,917,0,1,17,FRAUDULENT_TRANSACTION,1,1,1,0,1,1,1,1,1,1,9,81.1,100.0,30.9,78.4,1
CASE216609,29.87,96,0,0,4,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,0,0,8,75.6,81.6,14.2,88.7,0
CASE216610,33.57,1054,2,1,22,PRODUCT_NOT_RECEIVED,1,1,0,0,1,0,1,1,0,1,6,67.2,38.3,98.8,77.3,0
CASE216611,46.42,512,0,1,9,FRAUDULENT_TRANSACTION,1,0,1,0,1,1,1,1,1,1,8,83.0,95.3,21.2,70.0,0
CASE216612,43.58,1130,1,0,16,PRODUCT_NOT_RECEIVED,0,0,0,1,0,1,0,1,0,1,4,33.6,45.3,31.8,51.3,0
CASE216613,25.29,802,1,2,10,PRODUCT_NOT_RECEIVED,1,1,1,0,0,1,1,1,1,1,8,74.5,100.0,12.1,75.0,0
CASE216614,56.17,1113,1,2,12,PRODUCT_NOT_RECEIVED,1,0,1,1,0,1,0,1,1,0,6,53.0,81.3,12.1,70.7,1
CASE216615,85.92,726,0,4,13,TRANSACTION_NOT_RECOGNIZED,0,1,1,0,0,1,1,1,1,1,7,77.4,100.0,97.6,68.2,0
CASE216616,96.83,542,2,1,10,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,0,0,1,1,8,75.7,51.8,32.8,96.2,0
CASE216617,49.41,199,0,1,5,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,0,0,1,8,75.5,37.7,58.0,60.9,0
CASE216618,89.87,198,0,1,6,PRODUCT_NOT_RECEIVED,0,1,1,1,1,0,1,0,1,1,7,63.7,43.8,75.9,72.8,0
CASE216619,42.96,747,0,0,16,FRAUDULENT_TRANSACTION,1,0,1,1,1,1,1,1,0,0,7,61.6,65.9,46.5,66.6,0
CASE216620,43.07,377,0,0,6,TRANSACTION_NOT_RECOGNIZED,1,1,1,0,1,0,0,1,0,1,6,60.3,30.2,123.1,67.1,0
CASE216621,77.71,1893,0,2,33,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,1,0,1,1,1,1,8,87.3,81.8,108.5,80.7,1
CASE216622,59.07,663,0,0,10,TRANSACTION_NOT_RECOGNIZED,1,0,1,0,1,1,0,1,1,1,7,61.1,67.2,44.2,83.5,1
CASE216623,28.75,665,1,1,16,PRODUCT_NOT_RECEIVED,1,0,0,1,1,1,0,0,1,0,5,55.9,58.3,107.7,45.7,0
CASE216624,98.25,704,1,0,11,PRODUCT_NOT_RECEIVED,1,0,1,0,1,1,1,1,1,0,7,75.9,100.0,97.0,86.3,0
CASE216625,19.68,121,0,1,3,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,0,1,9,94.6,73.9,30.7,59.3,1
CASE216626,63.55,968,0,0,14,FRAUDULENT_TRANSACTION,0,1,0,1,0,0,0,0,0,0,2,7.5,0.0,83.2,55.9,0
CASE216627,36.5,407,1,1,5,DUPLICATE_TRANSACTION,0,1,0,1,1,1,1,0,1,1,7,84.6,81.2,104.4,76.8,1
CASE216628,35.84,255,1,2,4,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,1,1,10,90.1,100.0,17.2,57.8,1
CASE216629,173.9,251,3,2,5,PRODUCT_NOT_AS_DESCRIBED,1,0,1,1,1,1,1,0,1,1,8,77.7,72.7,30.1,65.4,1
CASE216630,33.12,1499,0,1,33,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,0,1,1,9,87.1,59.4,20.8,61.1,1
CASE216631,34.95,1084,0,1,18,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,1,1,1,1,1,1,9,86.1,86.4,82.0,67.5,1
CASE216632,78.96,492,0,1,11,FRAUDULENT_TRANSACTION,1,0,0,1,1,1,0,0,0,1,5,50.9,6.1,42.6,43.2,0
CASE216633,39.71,1986,0,2,32,TRANSACTION_NOT_RECOGNIZED,1,0,1,0,1,0,0,0,0,0,3,27.0,0.0,36.4,67.1,0
CASE216634,42.54,765,0,1,11,FRAUDULENT_TRANSACTION,1,0,1,1,0,1,0,1,1,1,7,72.0,82.6,30.6,75.2,1
CASE216635,107.85,445,2,0,6,PRODUCT_NOT_AS_DESCRIBED,0,1,0,0,1,0,0,0,0,1,3,27.7,0.0,28.6,45.7,0
CASE216636,25.7,1186,0,1,18,REFUND_NOT_RECEIVED,1,1,1,1,1,1,1,1,0,1,9,94.1,79.0,42.8,70.5,1
CASE216637,34.97,265,2,0,6,DUPLICATE_TRANSACTION,1,1,1,1,1,1,1,1,0,1,9,84.3,66.2,21.1,83.7,1
CASE216638,18.14,164,0,1,1,REFUND_NOT_RECEIVED,0,1,0,0,1,1,1,1,1,1,7,60.3,76.6,42.8,73.5,1
CASE216639,71.35,289,1,0,2,PRODUCT_NOT_RECEIVED,1,1,0,0,0,1,1,0,1,1,6,51.9,71.1,35.2,74.7,0
CASE216640,51.95,533,0,2,5,FRAUDULENT_TRANSACTION,1,1,0,0,0,1,1,0,1,0,5,53.5,64.7,46.5,62.3,0
CASE216641,27.56,583,0,0,8,REFUND_NOT_RECEIVED,0,0,1,0,1,1,0,1,1,0,5,45.4,74.0,105.3,67.6,0
CASE216642,42.68,235,2,1,6,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,1,1,10,100.0,100.0,60.7,61.7,1
CASE216643,31.76,1054,1,3,18,PRODUCT_NOT_AS_DESCRIBED,1,0,1,1,1,1,1,1,1,1,9,82.9,100.0,31.5,62.3,1
CASE216644,9.69,977,1,2,17,PRODUCT_NOT_AS_DESCRIBED,1,0,1,1,1,1,1,1,1,1,9,82.5,100.0,35.5,90.5,0
CASE216645,56.2,481,0,2,8,TRANSACTION_NOT_RECOGNIZED,1,1,0,1,0,0,1,1,1,1,7,65.9,80.1,27.9,85.3,1
CASE216646,47.16,693,1,0,10,PRODUCT_NOT_RECEIVED,1,0,0,1,0,0,1,0,1,1,5,43.7,55.2,16.2,50.1,0
CASE216647,18.07,438,0,1,10,DUPLICATE_TRANSACTION,0,1,1,1,0,1,1,1,1,1,8,86.1,86.3,23.8,76.5,1
CASE216648,77.5,844,0,2,15,FRAUDULENT_TRANSACTION,1,1,0,0,1,1,0,1,1,1,7,72.9,74.8,31.4,56.4,1
CASE216649,28.0,612,1,1,13,FRAUDULENT_TRANSACTION,1,0,1,1,1,1,0,0,1,1,7,70.6,45.5,41.9,76.1,0
CASE216650,42.85,602,0,0,12,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,1,1,1,1,1,9,88.2,96.4,97.6,71.2,0
CASE216651,66.62,1264,1,1,26,FRAUDULENT_TRANSACTION,1,0,0,0,1,1,1,1,1,1,7,63.2,100.0,49.7,94.8,1
CASE216652,99.45,528,2,1,7,DUPLICATE_TRANSACTION,1,1,1,1,1,1,0,0,1,0,7,78.9,60.1,64.7,58.9,1
CASE216653,37.4,593,0,1,14,TRANSACTION_NOT_RECOGNIZED,0,1,0,1,1,0,0,1,1,1,6,54.6,48.3,23.6,54.9,1
CASE216654,32.01,491,0,3,9,PRODUCT_NOT_RECEIVED,1,1,1,1,1,0,1,1,0,1,8,77.1,62.5,140.4,61.3,1
CASE216655,87.74,101,2,0,1,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,1,1,1,0,8,75.9,100.0,87.7,59.0,0
CASE216656,20.48,759,1,1,14,PRODUCT_NOT_RECEIVED,0,1,0,1,1,1,1,1,1,1,8,80.9,89.4,26.8,82.6,0
CASE216657,40.42,726,2,0,15,PRODUCT_NOT_RECEIVED,1,1,0,0,1,0,1,0,0,0,4,41.0,21.8,43.0,44.8,1
CASE216658,71.12,1914,1,3,38,PRODUCT_NOT_RECEIVED,1,0,1,1,1,1,1,1,1,1,9,100.0,100.0,50.4,81.6,1
CASE216659,28.63,386,1,2,2,FRAUDULENT_TRANSACTION,1,1,1,0,1,1,0,0,0,1,6,50.6,26.3,38.4,65.3,0
CASE216660,96.54,598,0,3,14,DUPLICATE_TRANSACTION,1,0,1,0,0,1,1,0,1,1,6,60.3,87.0,47.4,35.9,0
CASE216661,72.38,581,2,0,14,PRODUCT_NOT_RECEIVED,0,1,1,0,1,1,0,0,0,0,4,31.7,25.1,77.7,53.8,1
CASE216662,40.85,293,0,1,8,REFUND_NOT_RECEIVED,1,1,1,1,0,1,0,1,1,1,8,74.6,79.6,54.0,56.5,1
CASE216663,30.9,913,1,2,19,PRODUCT_NOT_RECEIVED,1,1,0,0,0,0,1,0,1,1,5,55.9,45.1,30.1,55.8,1
CASE216664,20.16,712,1,1,13,FRAUDULENT_TRANSACTION,1,1,0,0,0,1,0,1,0,1,5,53.2,51.7,92.6,68.6,0
CASE216665,76.29,1524,0,2,19,TRANSACTION_NOT_RECOGNIZED,1,0,1,0,1,1,1,0,1,0,6,66.9,85.4,71.1,65.7,0
CASE216666,21.79,1239,0,1,26,FRAUDULENT_TRANSACTION,1,1,1,1,0,1,0,0,1,0,6,64.5,53.8,19.3,58.1,1
CASE216667,97.47,738,1,0,18,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,1,10,100.0,90.2,18.5,85.8,1
CASE216668,26.75,868,4,2,14,FRAUDULENT_TRANSACTION,0,0,1,1,0,0,0,1,0,0,3,29.4,22.8,30.8,44.6,0
CASE216669,33.42,1043,2,4,12,FRAUDULENT_TRANSACTION,1,0,0,1,0,1,0,1,1,1,6,69.7,88.1,52.4,50.7,0
CASE216670,83.04,424,4,2,10,PRODUCT_NOT_RECEIVED,1,0,0,1,0,0,1,1,1,1,6,66.3,67.6,35.1,54.7,0
CASE216671,34.29,95,1,1,1,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,0,1,1,1,1,1,8,88.2,99.4,24.3,63.9,0
CASE216672,18.72,204,0,1,5,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,0,1,1,1,1,9,93.2,59.3,33.0,71.8,1
CASE216673,56.03,585,0,2,13,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,0,1,1,1,1,0,7,70.8,89.7,51.5,80.1,1
CASE216674,24.43,617,0,1,9,REFUND_NOT_RECEIVED,0,1,1,0,1,1,1,1,1,1,8,80.7,100.0,82.5,85.8,1
CASE216675,89.19,265,0,1,7,PRODUCT_NOT_RECEIVED,1,1,0,0,0,1,1,0,1,1,6,68.8,81.3,72.7,50.9,0
CASE216676,9.83,346,2,1,8,FRAUDULENT_TRANSACTION,1,1,1,1,0,0,1,1,0,1,7,76.8,43.5,23.4,75.6,0
CASE216677,53.49,595,0,0,7,FRAUDULENT_TRANSACTION,0,1,0,1,1,0,0,1,1,0,5,49.1,46.0,34.9,54.1,0
CASE216678,44.77,205,1,1,5,PRODUCT_NOT_RECEIVED,1,1,0,0,1,1,1,1,0,0,6,55.5,79.1,127.0,47.1,0
CASE216679,46.82,1157,0,0,22,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,1,1,1,1,9,97.1,100.0,38.5,87.6,1
CASE216680,68.17,1254,1,0,13,REFUND_NOT_RECEIVED,1,0,1,1,1,0,1,0,1,1,7,84.0,56.5,20.1,76.9,0
CASE216681,21.94,1282,1,1,30,PRODUCT_NOT_RECEIVED,0,0,0,0,1,1,1,1,1,1,6,61.7,100.0,40.1,72.3,0
CASE216682,33.43,955,0,0,17,FRAUDULENT_TRANSACTION,0,0,1,0,1,0,0,1,0,1,4,29.0,26.6,100.5,53.6,0
CASE216683,44.62,2236,2,1,44,REFUND_NOT_RECEIVED,1,0,0,0,1,1,1,0,1,0,5,55.5,66.5,53.5,49.4,0
CASE216684,18.63,386,1,1,4,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,1,1,0,1,1,1,8,82.4,64.5,109.1,76.5,1
CASE216685,37.33,1073,1,1,18,PRODUCT_NOT_RECEIVED,0,1,1,1,0,1,0,1,1,1,7,64.8,84.2,91.5,63.3,0
CASE216686,24.63,613,1,0,5,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,1,1,1,1,9,81.2,100.0,39.2,70.3,0
CASE216687,44.15,700,3,1,10,PRODUCT_NOT_RECEIVED,0,1,0,0,1,0,1,0,0,1,4,44.3,15.5,16.7,77.6,1
CASE216688,81.49,1150,1,1,16,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,0,1,0,1,1,8,82.4,42.0,23.1,81.7,1
CASE216689,30.74,748,0,2,13,DUPLICATE_TRANSACTION,1,0,0,1,1,0,0,1,1,0,5,38.6,44.5,38.4,65.1,1
CASE216690,29.77,597,1,1,10,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,1,1,1,0,9,95.0,96.0,115.7,60.3,0
CASE216691,53.31,540,0,2,10,REFUND_NOT_RECEIVED,1,1,1,1,1,1,0,1,1,1,9,78.4,70.8,12.5,71.0,1
CASE216692,14.44,585,2,2,17,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,1,1,10,97.3,99.7,19.8,87.5,1
CASE216693,42.37,568,0,2,19,PRODUCT_NOT_AS_DESCRIBED,0,0,1,1,0,1,1,1,1,0,6,58.0,93.2,53.5,78.8,1
CASE216694,37.86,831,0,2,18,FRAUDULENT_TRANSACTION,1,0,1,1,1,0,1,1,1,1,8,98.0,80.0,30.2,76.6,1
CASE216695,89.54,327,1,1,8,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,0,0,0,1,1,1,6,59.1,56.5,52.9,73.2,0
CASE216696,52.03,1732,2,0,32,FRAUDULENT_TRANSACTION,1,1,1,0,1,1,0,1,1,1,8,82.9,87.0,36.5,90.7,1
CASE216697,61.35,325,0,1,5,REFUND_NOT_RECEIVED,1,0,1,0,1,1,1,1,0,0,6,61.5,83.3,41.0,75.7,1
CASE216698,26.06,1077,0,3,12,TRANSACTION_NOT_RECOGNIZED,1,1,1,0,1,1,1,1,1,0,8,84.2,85.4,72.0,73.2,0
CASE216699,48.84,321,0,2,8,PRODUCT_NOT_RECEIVED,1,1,1,1,0,0,1,1,1,1,8,75.9,90.6,34.8,82.3,1
CASE216700,19.49,1345,1,4,22,PRODUCT_NOT_RECEIVED,1,0,1,1,0,0,1,1,1,0,6,66.5,75.7,45.5,47.1,0
CASE216701,39.31,284,1,0,4,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,1,10,95.9,97.3,54.6,100.0,1
CASE216702,105.83,2176,1,0,35,FRAUDULENT_TRANSACTION,1,0,1,1,1,1,1,1,1,1,9,86.0,97.3,46.9,91.5,0
CASE216703,87.63,877,1,2,8,PRODUCT_NOT_AS_DESCRIBED,0,0,1,0,1,0,1,1,0,1,5,46.8,49.0,26.6,75.5,1
CASE216704,51.43,1208,1,0,14,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,1,1,10,100.0,95.8,46.7,67.3,1
CASE216705,99.69,38,1,2,4,FRAUDULENT_TRANSACTION,1,1,1,0,1,0,1,0,1,1,7,60.2,48.4,43.3,49.4,0
CASE216706,85.72,1207,1,0,28,TRANSACTION_NOT_RECOGNIZED,0,1,0,1,1,1,0,1,1,1,7,69.4,72.0,32.8,82.7,1
CASE216707,28.2,264,0,1,1,DUPLICATE_TRANSACTION,0,0,0,0,0,1,1,0,0,0,2,10.9,45.2,26.8,47.6,1
CASE216708,45.08,754,0,0,14,TRANSACTION_NOT_RECOGNIZED,1,1,0,1,1,0,0,1,0,1,6,56.9,21.0,30.3,61.6,0
CASE216709,19.0,365,1,1,12,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,1,10,96.4,100.0,42.6,67.5,1
CASE216710,25.85,529,1,2,9,REFUND_NOT_RECEIVED,1,1,1,1,1,1,1,0,1,1,9,91.8,74.2,70.4,63.8,1
CASE216711,39.88,776,0,0,18,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,1,1,1,1,1,1,9,90.9,90.4,17.0,80.2,1
CASE216712,44.39,774,3,0,9,TRANSACTION_NOT_RECOGNIZED,1,0,0,0,0,1,1,1,0,0,4,44.3,74.9,80.6,54.3,0
CASE216713,13.04,196,1,4,1,PRODUCT_NOT_AS_DESCRIBED,0,0,1,0,1,1,1,1,0,1,6,64.4,82.8,72.6,58.6,1
CASE216714,63.73,133,1,0,2,TRANSACTION_NOT_RECOGNIZED,0,1,1,1,0,1,1,1,1,0,7,71.6,84.7,61.6,50.1,0
CASE216715,43.3,758,3,1,16,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,0,1,1,1,1,1,8,80.6,100.0,66.1,73.2,1
CASE216716,85.85,1161,0,1,15,DUPLICATE_TRANSACTION,1,1,0,1,1,1,1,1,1,0,8,88.9,100.0,55.6,90.0,1
CASE216717,69.38,1141,4,1,19,PRODUCT_NOT_RECEIVED,1,1,1,1,1,0,1,1,1,1,9,78.0,58.6,17.3,88.9,1
CASE216718,91.99,271,0,2,7,PRODUCT_NOT_RECEIVED,0,1,0,0,1,1,1,1,1,1,7,69.9,86.2,80.4,64.1,1
CASE216719,29.18,393,0,2,5,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,0,1,0,1,7,77.7,48.3,44.8,46.2,0
CASE216720,43.86,838,1,2,13,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,0,0,0,1,7,75.4,13.6,38.8,55.9,0
CASE216721,224.89,303,1,2,5,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,0,0,1,8,77.7,53.7,49.1,79.0,0
CASE216722,61.41,1096,2,0,14,DUPLICATE_TRANSACTION,0,0,0,1,0,1,0,0,1,1,4,45.4,58.2,73.7,57.2,0
CASE216723,35.87,1122,1,2,22,PRODUCT_NOT_RECEIVED,1,1,0,0,1,0,1,0,1,1,6,70.7,62.5,44.6,86.0,0
CASE216724,50.66,1042,0,0,16,FRAUDULENT_TRANSACTION,1,1,0,0,0,1,0,1,0,1,5,53.1,52.1,34.2,66.4,0
CASE216725,20.11,973,4,2,15,DUPLICATE_TRANSACTION,1,1,1,1,1,1,1,1,0,1,9,88.3,79.3,17.2,67.7,1
CASE216726,75.79,472,0,2,7,DUPLICATE_TRANSACTION,1,1,1,1,1,1,0,1,1,1,9,100.0,62.6,12.5,82.0,1
CASE216727,36.33,1740,1,0,39,DUPLICATE_TRANSACTION,1,0,1,1,1,1,1,0,1,0,7,59.8,63.8,94.5,70.5,1
CASE216728,51.98,466,0,2,8,FRAUDULENT_TRANSACTION,1,1,1,0,1,1,0,1,1,1,8,69.5,64.2,121.9,65.3,1
CASE216729,25.48,914,2,1,22,REFUND_NOT_RECEIVED,1,1,1,1,0,1,1,0,1,0,7,73.4,84.5,100.3,69.2,1
CASE216730,68.14,590,0,2,9,FRAUDULENT_TRANSACTION,1,0,0,1,0,0,0,1,1,0,4,42.3,53.2,40.3,84.1,1
CASE216731,33.82,414,0,2,11,PRODUCT_NOT_AS_DESCRIBED,1,0,0,0,1,1,0,0,1,1,5,50.2,54.7,62.8,54.0,0
CASE216732,79.29,742,0,2,14,REFUND_NOT_RECEIVED,1,0,0,0,0,0,0,0,0,0,1,6.5,7.9,54.6,53.5,0
CASE216733,200.97,1210,2,1,26,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,0,1,1,1,0,0,7,61.7,83.7,40.6,55.2,0
CASE216734,111.19,770,0,2,21,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,0,1,1,9,95.6,77.3,66.8,84.8,1
CASE216735,109.19,66,1,0,2,DUPLICATE_TRANSACTION,0,0,1,1,0,0,0,0,0,0,2,25.1,9.9,23.5,38.9,0
CASE216736,38.4,1271,0,0,27,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,0,1,9,78.4,92.3,29.4,43.6,1
CASE216737,30.45,217,2,0,2,FRAUDULENT_TRANSACTION,1,1,0,0,1,1,1,0,1,0,6,62.7,83.5,15.9,57.1,0
CASE216738,26.85,855,0,2,15,PRODUCT_NOT_AS_DESCRIBED,0,0,0,0,1,1,1,0,1,0,4,52.0,94.6,11.3,73.5,0
CASE216739,15.77,440,1,0,5,PRODUCT_NOT_AS_DESCRIBED,1,0,1,1,1,0,0,1,1,1,7,68.1,46.2,57.6,66.6,0
CASE216740,39.46,528,0,1,8,DUPLICATE_TRANSACTION,1,1,1,1,1,1,0,0,1,1,8,85.2,49.7,40.5,62.5,1
CASE216741,32.72,1331,1,1,21,FRAUDULENT_TRANSACTION,1,0,1,1,0,1,1,1,1,0,7,61.6,100.0,65.0,75.4,0
CASE216742,44.89,323,1,1,7,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,1,1,1,1,9,90.9,100.0,33.4,78.9,0
CASE216743,77.35,697,1,0,11,REFUND_NOT_RECEIVED,0,0,1,0,1,1,1,1,1,1,7,71.4,90.4,32.7,74.2,1
CASE216744,40.33,501,0,2,9,PRODUCT_NOT_RECEIVED,1,1,0,0,0,1,1,1,1,1,7,69.4,83.0,71.0,49.8,0
CASE216745,67.45,781,0,1,11,PRODUCT_NOT_RECEIVED,1,0,1,0,1,1,0,1,1,1,7,71.0,73.6,34.5,67.5,1
CASE216746,19.85,882,2,0,16,FRAUDULENT_TRANSACTION,1,1,1,1,0,1,0,1,1,1,8,79.6,72.1,26.2,70.9,1
CASE216747,107.96,526,2,2,6,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,0,0,1,0,1,7,75.9,28.9,21.1,74.1,1
CASE216748,153.44,1507,1,3,30,REFUND_NOT_RECEIVED,1,1,1,1,1,1,0,1,1,1,9,98.4,73.6,43.4,47.9,0
CASE216749,145.63,1122,1,0,16,FRAUDULENT_TRANSACTION,1,1,1,1,0,1,1,1,1,1,9,85.8,93.2,20.5,76.1,0
CASE216750,78.16,389,3,1,9,DUPLICATE_TRANSACTION,1,1,1,1,1,1,1,1,1,1,10,98.9,100.0,40.1,60.8,1
CASE216751,49.43,163,0,2,5,PRODUCT_NOT_AS_DESCRIBED,0,0,1,1,1,1,1,1,1,1,8,85.2,100.0,29.3,71.2,1
CASE216752,56.6,250,1,0,2,PRODUCT_NOT_RECEIVED,0,0,1,1,1,1,0,1,1,0,6,66.8,70.5,17.8,73.5,1
CASE216753,48.4,301,0,0,9,FRAUDULENT_TRANSACTION,1,1,1,0,1,1,1,1,1,1,9,95.9,100.0,10.6,72.9,1
CASE216754,44.74,307,0,1,11,PRODUCT_NOT_RECEIVED,0,0,0,1,1,1,0,1,1,0,5,52.9,84.7,12.8,56.8,0
CASE216755,26.31,897,1,2,17,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,0,0,1,1,1,0,7,68.7,74.9,66.9,69.6,0
CASE216756,26.35,1021,3,2,23,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,0,1,9,81.7,85.8,32.9,70.7,1
CASE216757,75.08,472,1,1,17,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,1,1,0,1,8,73.3,68.5,17.7,88.8,1
CASE216758,26.42,320,1,2,11,FRAUDULENT_TRANSACTION,0,1,1,1,1,1,1,1,1,1,9,98.4,92.3,68.4,73.8,1
CASE216759,43.74,1979,1,2,35,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,1,0,1,0,1,1,7,76.8,46.6,18.4,83.0,1
CASE216760,35.63,1610,2,0,33,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,1,1,10,100.0,81.5,11.1,71.1,1
CASE216761,39.92,293,1,0,3,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,0,1,1,0,8,96.9,79.3,33.2,68.1,0
CASE216762,18.07,614,2,0,8,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,1,1,1,0,8,80.0,99.4,66.4,60.7,1
CASE216763,25.13,680,0,1,15,PRODUCT_NOT_AS_DESCRIBED,1,0,1,1,1,1,1,1,1,0,8,83.3,100.0,63.7,65.2,1
CASE216764,58.67,404,1,1,8,REFUND_NOT_RECEIVED,1,1,1,0,0,0,0,0,0,0,3,30.7,0.0,56.9,56.8,0
CASE216765,131.5,238,3,2,6,REFUND_NOT_RECEIVED,1,1,1,0,0,0,1,1,1,0,6,54.0,79.4,100.9,76.6,0
CASE216766,30.53,324,1,2,6,REFUND_NOT_RECEIVED,1,1,0,0,1,1,1,1,1,1,8,80.9,95.9,92.0,86.4,0
